scene_id,sowing date,date,min,max,average,std,variance,median
farm7,2021-11-13,2022-04-14,0.1611,0.379,0.2449,0.0428,0.0018,0.2355
farm7,2021-11-13,2022-04-24,0.1643,0.4054,0.2191,0.0559,0.0031,0.1994
farm7,2022-11-18,2022-11-18,0.1332,0.4922,0.2083,0.0941,0.0089,0.1617
farm7,2022-11-18,2022-11-30,0.2175,0.5064,0.2932,0.0739,0.0055,0.2611
farm7,2022-11-18,2022-12-10,0.3731,0.5385,0.4337,0.0383,0.0015,0.4268
farm7,2022-11-18,2023-01-12,0.4201,0.6411,0.5729,0.047,0.0022,0.5831
farm7,2022-11-18,2023-02-03,0.4788,0.7543,0.7077,0.0689,0.0048,0.7357
farm7,2022-11-18,2023-02-13,0.4998,0.8064,0.7575,0.0771,0.0059,0.7911
farm7,2022-11-18,2023-02-26,0.47,0.7102,0.6741,0.0526,0.0028,0.6942
farm7,2022-11-18,2023-03-08,0.4424,0.7155,0.6691,0.0637,0.0041,0.6941
farm7,2022-11-18,2023-04-09,0.1859,0.4605,0.28,0.0568,0.0032,0.2693
farm8,2020-11-05,2020-11-05,0.2028,0.3216,0.2829,0.0265,0.0007,0.285
farm8,2020-11-05,2020-11-13,0.2121,0.2633,0.2367,0.0117,0.0001,0.2367
farm8,2020-11-05,2020-11-28,0.2385,0.3212,0.2621,0.0142,0.0002,0.2607
farm8,2020-11-05,2020-12-08,0.2755,0.337,0.3119,0.0125,0.0002,0.3126
farm8,2020-11-05,2020-12-20,0.4109,0.5585,0.4737,0.0355,0.0013,0.4739
farm8,2020-11-05,2021-02-01,0.5992,0.6486,0.6289,0.0117,0.0001,0.6297
farm8,2020-11-05,2021-02-11,0.635,0.6716,0.6581,0.0072,0.0001,0.658
farm8,2020-11-05,2021-03-05,0.6947,0.746,0.7243,0.0107,0.0001,0.7264
farm8,2020-11-05,2021-03-15,0.5288,0.5566,0.5426,0.0079,0.0001,0.5421
farm8,2020-11-05,2021-03-28,0.419,0.4721,0.4487,0.0119,0.0001,0.4474
farm8,2020-11-05,2021-04-07,0.3113,0.45,0.3641,0.0319,0.001,0.3672
farm8,2020-11-05,2021-04-19,0.1844,0.3358,0.2158,0.0268,0.0007,0.2122
farm8,2020-11-05,2021-04-29,0.1848,0.2815,0.2073,0.0166,0.0003,0.2045
farm8,2021-11-13,2021-11-13,0.0868,0.1929,0.1525,0.0257,0.0007,0.1528
farm8,2021-11-13,2021-11-23,0.0957,0.168,0.1267,0.0191,0.0004,0.1257
farm8,2021-11-13,2021-12-25,0.3173,0.3881,0.3507,0.0193,0.0004,0.3519
farm8,2021-11-13,2022-02-08,0.5761,0.6437,0.6186,0.0175,0.0003,0.6213
farm8,2021-11-13,2022-02-18,0.5428,0.7782,0.728,0.0558,0.0031,0.7473
farm8,2021-11-13,2022-02-28,0.5443,0.7819,0.7393,0.0574,0.0033,0.7597
farm8,2021-11-13,2022-03-13,0.5167,0.7269,0.6911,0.0518,0.0027,0.7106
farm8,2021-11-13,2022-03-23,0.5067,0.6681,0.6387,0.0414,0.0017,0.6564
farm8,2021-11-13,2022-04-04,0.3192,0.5262,0.4673,0.0478,0.0023,0.4753
farm8,2021-11-13,2022-04-14,0.2423,0.2964,0.2683,0.0108,0.0001,0.268
farm8,2021-11-13,2022-04-24,0.2361,0.2886,0.2613,0.0149,0.0002,0.2617
farm8,2022-11-18,2022-11-18,0.2412,0.3491,0.2718,0.0244,0.0006,0.2677
farm8,2022-11-18,2022-11-30,0.3993,0.5401,0.4701,0.0339,0.0011,0.4762
farm8,2022-11-18,2022-12-10,0.4746,0.6476,0.5769,0.0401,0.0016,0.5874
farm8,2022-11-18,2023-01-12,0.5231,0.6565,0.6225,0.0337,0.0011,0.6319
farm8,2022-11-18,2023-02-13,0.6068,0.8047,0.7721,0.051,0.0026,0.791
farm8,2022-11-18,2023-02-26,0.5985,0.7032,0.6855,0.0269,0.0007,0.6941
farm8,2022-11-18,2023-03-08,0.5396,0.6913,0.6627,0.0369,0.0014,0.6757
farm8,2022-11-18,2023-04-09,0.1799,0.3597,0.2525,0.0388,0.0015,0.25
farm9,2020-11-05,2020-11-05,0.2146,0.3211,0.2832,0.0209,0.0004,0.2836
farm9,2020-11-05,2020-11-13,0.1941,0.2602,0.23,0.0147,0.0002,0.2323
farm9,2020-11-05,2020-11-28,0.2143,0.2964,0.2509,0.0149,0.0002,0.2533
farm9,2020-11-05,2020-12-08,0.2686,0.3222,0.3034,0.0118,0.0001,0.3039
farm9,2020-11-05,2020-12-20,0.392,0.5177,0.4553,0.0291,0.0008,0.4545
farm9,2020-11-05,2021-02-01,0.585,0.6457,0.627,0.014,0.0002,0.6315
farm9,2020-11-05,2021-02-11,0.6182,0.6789,0.6581,0.0132,0.0002,0.661
farm9,2020-11-05,2021-03-05,0.6957,0.7454,0.7283,0.011,0.0001,0.7295
farm9,2020-11-05,2021-03-15,0.5019,0.5635,0.5406,0.0129,0.0002,0.542
farm9,2020-11-05,2021-03-28,0.4348,0.4896,0.4584,0.0128,0.0002,0.4577
farm9,2020-11-05,2021-04-07,0.3469,0.4759,0.3964,0.0321,0.001,0.3917
farm9,2020-11-05,2021-04-19,0.1947,0.2545,0.2179,0.0141,0.0002,0.2144
farm9,2020-11-05,2021-04-29,0.1819,0.2358,0.2017,0.0099,0.0001,0.2016
farm9,2021-11-13,2021-11-13,0.0809,0.2483,0.1527,0.0445,0.002,0.1458
farm9,2021-11-13,2021-11-23,0.1088,0.1747,0.1333,0.0178,0.0003,0.1298
farm9,2021-11-13,2021-12-25,0.2712,0.4372,0.3687,0.0375,0.0014,0.3697
farm9,2021-11-13,2022-02-08,0.5008,0.6397,0.6003,0.0272,0.0007,0.6042
farm9,2021-11-13,2022-02-18,0.4188,0.7759,0.7182,0.0652,0.0043,0.7366
farm9,2021-11-13,2022-02-28,0.3754,0.792,0.7322,0.0693,0.0048,0.7498
farm9,2021-11-13,2022-03-13,0.4144,0.7279,0.6781,0.0532,0.0028,0.6904
farm9,2021-11-13,2022-03-23,0.3457,0.6676,0.6203,0.0503,0.0025,0.6325
farm9,2021-11-13,2022-04-04,0.2304,0.4791,0.4146,0.0413,0.0017,0.4133
farm9,2021-11-13,2022-04-14,0.2411,0.3022,0.2654,0.0148,0.0002,0.2641
farm9,2021-11-13,2022-04-24,0.1794,0.384,0.2226,0.0363,0.0013,0.2091
farm9,2022-11-18,2022-11-18,0.2124,0.377,0.2564,0.0296,0.0009,0.252
farm9,2022-11-18,2022-11-30,0.3761,0.5551,0.4497,0.0398,0.0016,0.4426
farm9,2022-11-18,2022-12-10,0.4154,0.6434,0.5655,0.042,0.0018,0.571
farm9,2022-11-18,2023-01-12,0.4159,0.6555,0.6074,0.0415,0.0017,0.6161
farm9,2022-11-18,2023-02-13,0.4499,0.8015,0.7684,0.0521,0.0027,0.7832
farm9,2022-11-18,2023-02-26,0.5028,0.7005,0.6768,0.0314,0.001,0.6898
farm9,2022-11-18,2023-03-08,0.4656,0.6913,0.657,0.0339,0.0011,0.6656
farm9,2022-11-18,2023-04-09,0.2097,0.4649,0.2568,0.0395,0.0016,0.2503
farm10,2020-11-05,2020-11-05,0.1042,0.3117,0.1929,0.0503,0.0025,0.215
farm10,2020-11-05,2020-11-13,0.0538,0.2546,0.1689,0.0632,0.004,0.193
farm10,2020-11-05,2020-11-28,0.1417,0.4043,0.2172,0.0713,0.0051,0.1806
farm10,2020-11-05,2020-12-08,0.1855,0.4421,0.2651,0.0625,0.0039,0.2357
farm10,2020-11-05,2020-12-20,0.237,0.5815,0.383,0.0843,0.0071,0.3579
farm10,2020-11-05,2021-02-01,0.5547,0.6419,0.6121,0.0182,0.0003,0.6136
farm10,2020-11-05,2021-02-11,0.5615,0.6516,0.6176,0.0199,0.0004,0.617
farm10,2020-11-05,2021-03-05,0.6503,0.7602,0.7131,0.0297,0.0009,0.713
farm10,2020-11-05,2021-03-15,0.4959,0.5744,0.5381,0.0205,0.0004,0.5385
farm10,2020-11-05,2021-03-28,0.3537,0.4372,0.401,0.0175,0.0003,0.4009
farm10,2020-11-05,2021-04-07,0.2469,0.3591,0.2984,0.0259,0.0007,0.2989
farm10,2020-11-05,2021-04-19,0.1463,0.2732,0.2101,0.0223,0.0005,0.2081
farm10,2020-11-05,2021-04-29,0.166,0.227,0.1876,0.0126,0.0002,0.1864
farm10,2021-11-13,2021-11-13,0.0846,0.3072,0.1821,0.0612,0.0037,0.1832
farm10,2021-11-13,2021-11-23,0.0841,0.1444,0.1089,0.0138,0.0002,0.1078
farm10,2021-11-13,2021-12-25,0.2458,0.355,0.3044,0.0305,0.0009,0.3056
farm10,2021-11-13,2022-02-08,0.399,0.6509,0.5323,0.0766,0.0059,0.5491
farm10,2021-11-13,2022-02-18,0.4273,0.7901,0.6478,0.1202,0.0145,0.7075
farm10,2021-11-13,2022-02-28,0.4844,0.804,0.6945,0.0895,0.008,0.7379
farm10,2021-11-13,2022-03-13,0.4664,0.7566,0.6936,0.0618,0.0038,0.7211
farm10,2021-11-13,2022-03-23,0.4771,0.6838,0.6413,0.0381,0.0014,0.6534
farm10,2021-11-13,2022-04-04,0.2983,0.5051,0.446,0.0362,0.0013,0.4509
farm10,2021-11-13,2022-04-14,0.2338,0.3096,0.2751,0.0152,0.0002,0.2777
farm10,2021-11-13,2022-04-24,0.2055,0.2641,0.2377,0.0123,0.0002,0.2372
farm10,2022-11-18,2022-11-18,0.1308,0.2274,0.1704,0.0231,0.0005,0.166
farm10,2022-11-18,2022-11-30,0.1635,0.3488,0.2363,0.0477,0.0023,0.2252
farm10,2022-11-18,2022-12-10,0.2569,0.4491,0.3343,0.0574,0.0033,0.3082
farm10,2022-11-18,2023-01-12,0.4437,0.5793,0.5135,0.0283,0.0008,0.5063
farm10,2022-11-18,2023-02-03,0.6016,0.7563,0.7027,0.0345,0.0012,0.7064
farm10,2022-11-18,2023-02-13,0.643,0.8138,0.7604,0.0365,0.0013,0.7583
farm10,2022-11-18,2023-02-26,0.6053,0.7264,0.687,0.0247,0.0006,0.6843
farm10,2022-11-18,2023-03-08,0.6066,0.7324,0.6915,0.0274,0.0007,0.6911
farm10,2022-11-18,2023-04-09,0.2534,0.4557,0.3528,0.0554,0.0031,0.3441
farm11,2020-11-05,2020-11-05,0.167,0.399,0.1989,0.0486,0.0024,0.187
farm11,2020-11-05,2020-11-13,0.1587,0.3704,0.1899,0.0387,0.0015,0.1814
farm11,2020-11-05,2020-11-28,0.2117,0.4887,0.2678,0.0527,0.0028,0.2536
farm11,2020-11-05,2020-12-08,0.2869,0.4401,0.3533,0.0446,0.002,0.3433
farm11,2020-11-05,2020-12-20,0.4004,0.6465,0.5214,0.0642,0.0041,0.5212
farm11,2020-11-05,2021-02-01,0.4937,0.6834,0.6502,0.0417,0.0017,0.6652
farm11,2020-11-05,2021-02-11,0.5142,0.6843,0.656,0.038,0.0014,0.6673
farm11,2020-11-05,2021-03-05,0.5611,0.7442,0.7142,0.0352,0.0012,0.7241
farm11,2020-11-05,2021-03-15,0.4835,0.5647,0.5466,0.0141,0.0002,0.5481
farm11,2020-11-05,2021-03-28,0.3816,0.4597,0.4124,0.0139,0.0002,0.4127
farm11,2020-11-05,2021-04-07,0.2491,0.4528,0.2922,0.0393,0.0015,0.2815
farm11,2020-11-05,2021-04-19,0.2019,0.4744,0.2313,0.0504,0.0025,0.2181
farm11,2020-11-05,2021-04-29,0.1667,0.3852,0.1911,0.0419,0.0018,0.1788
farm11,2021-11-13,2021-11-13,0.1131,0.3865,0.1431,0.0509,0.0026,0.1292
farm11,2021-11-13,2021-11-23,0.1002,0.3423,0.1297,0.0474,0.0022,0.1156
farm11,2021-11-13,2021-12-15,0.1761,0.3206,0.2219,0.026,0.0007,0.2189
farm11,2021-11-13,2021-12-25,0.307,0.4286,0.3672,0.0233,0.0005,0.3688
farm11,2021-11-13,2022-02-08,0.5314,0.664,0.6284,0.0266,0.0007,0.6329
farm11,2021-11-13,2022-02-18,0.6645,0.8067,0.7755,0.0276,0.0008,0.7845
farm11,2021-11-13,2022-02-28,0.6806,0.8065,0.783,0.0243,0.0006,0.7914
farm11,2021-11-13,2022-03-13,0.6563,0.7468,0.7224,0.0164,0.0003,0.7251
farm11,2021-11-13,2022-03-23,0.6088,0.6705,0.6442,0.0149,0.0002,0.6469
farm11,2021-11-13,2022-04-04,0.3231,0.5662,0.4083,0.0471,0.0022,0.4058
farm11,2021-11-13,2022-04-14,0.223,0.4231,0.2584,0.0389,0.0015,0.247
farm11,2021-11-13,2022-04-24,0.1893,0.5098,0.2322,0.0608,0.0037,0.2189
farm11,2022-11-18,2022-11-18,0.1683,0.4692,0.2187,0.0559,0.0031,0.2051
farm11,2022-11-18,2022-11-30,0.3346,0.5396,0.4258,0.0399,0.0016,0.4254
farm11,2022-11-18,2022-12-10,0.5452,0.6349,0.5898,0.0227,0.0005,0.5913
farm11,2022-11-18,2023-01-12,0.552,0.6737,0.6334,0.0247,0.0006,0.6386
farm11,2022-11-18,2023-02-13,0.6772,0.8109,0.7945,0.0269,0.0007,0.8022
farm11,2022-11-18,2023-02-26,0.604,0.7171,0.7001,0.0192,0.0004,0.7044
farm11,2022-11-18,2023-03-08,0.6086,0.726,0.7122,0.0186,0.0003,0.7169
farm11,2022-11-18,2023-04-09,0.253,0.6274,0.3381,0.0816,0.0067,0.3154
farm12,2020-11-05,2020-11-05,-0.0202,0.2688,0.065,0.0728,0.0053,0.0408
farm12,2020-11-05,2020-11-13,0.0623,0.1723,0.0872,0.0182,0.0003,0.0807
farm12,2020-11-05,2020-11-28,0.1799,0.2984,0.2077,0.0212,0.0004,0.205
farm12,2020-11-05,2020-12-08,0.2636,0.4407,0.3333,0.0355,0.0013,0.3339
farm12,2020-11-05,2020-12-20,0.4354,0.667,0.5591,0.0541,0.0029,0.5673
farm12,2020-11-05,2021-02-01,0.6293,0.6837,0.6638,0.0116,0.0001,0.6665
farm12,2020-11-05,2021-03-05,0.7059,0.7552,0.737,0.0089,0.0001,0.7381
farm12,2020-11-05,2021-03-15,0.5652,0.6278,0.6005,0.0097,0.0001,0.6005
farm12,2020-11-05,2021-03-28,0.4007,0.4851,0.4488,0.0177,0.0003,0.4468
farm12,2020-11-05,2021-04-07,0.264,0.3857,0.3127,0.0316,0.001,0.3059
farm12,2020-11-05,2021-04-19,0.1761,0.249,0.2048,0.0166,0.0003,0.2018
farm12,2020-11-05,2021-04-29,0.1581,0.206,0.1741,0.0102,0.0001,0.1728
farm12,2021-11-13,2021-11-13,0.0453,0.1451,0.0976,0.0125,0.0002,0.0981
farm12,2021-11-13,2021-11-23,0.0819,0.1297,0.0955,0.0078,0.0001,0.0948
farm12,2021-11-13,2021-12-15,0.2817,0.4438,0.3273,0.0353,0.0012,0.3232
farm12,2021-11-13,2021-12-25,0.3362,0.5053,0.4044,0.0367,0.0013,0.403
farm12,2021-11-13,2022-02-08,0.5326,0.6764,0.6336,0.0294,0.0009,0.6386
farm12,2021-11-13,2022-02-18,0.615,0.7965,0.759,0.0323,0.001,0.7681
farm12,2021-11-13,2022-02-28,0.629,0.8,0.7714,0.0268,0.0007,0.7776
farm12,2021-11-13,2022-03-13,0.6159,0.7399,0.7092,0.0224,0.0005,0.7159
farm12,2021-11-13,2022-03-23,0.5431,0.6582,0.62,0.0248,0.0006,0.6244
farm12,2021-11-13,2022-04-04,0.2856,0.4185,0.3354,0.0271,0.0007,0.3328
farm12,2021-11-13,2022-04-14,0.1938,0.2495,0.2221,0.0113,0.0001,0.2216
farm12,2021-11-13,2022-04-24,0.1555,0.2484,0.204,0.0165,0.0003,0.2048
farm12,2022-11-18,2022-11-18,0.0916,0.2261,0.1388,0.0191,0.0004,0.1355
farm12,2022-11-18,2022-11-30,0.2374,0.4097,0.3025,0.0327,0.0011,0.2986
farm12,2022-11-18,2022-12-10,0.385,0.5565,0.4735,0.0414,0.0017,0.4776
farm12,2022-11-18,2023-01-12,0.531,0.6194,0.5827,0.0185,0.0003,0.5819
farm12,2022-11-18,2023-02-03,0.5521,0.7809,0.7573,0.0363,0.0013,0.7652
farm12,2022-11-18,2023-02-13,0.4688,0.8169,0.7928,0.0553,0.0031,0.8051
farm12,2022-11-18,2023-02-26,0.558,0.731,0.7143,0.0275,0.0008,0.7203
farm12,2022-11-18,2023-03-08,0.4898,0.7424,0.7105,0.0392,0.0015,0.7181
farm12,2022-11-18,2023-04-09,0.2305,0.5064,0.2865,0.0497,0.0025,0.2671
farm13,2020-11-05,2020-11-05,0.2054,0.3385,0.2445,0.0283,0.0008,0.2428
farm13,2020-11-05,2020-11-13,0.1854,0.2319,0.2094,0.0118,0.0001,0.2086
farm13,2020-11-05,2020-11-28,0.2304,0.2961,0.2621,0.0181,0.0003,0.2605
farm13,2020-11-05,2020-12-08,0.3014,0.401,0.341,0.0249,0.0006,0.338
farm13,2020-11-05,2020-12-20,0.4429,0.6306,0.5286,0.0436,0.0019,0.5289
farm13,2020-11-05,2021-02-01,0.5857,0.6521,0.6188,0.0173,0.0003,0.6173
farm13,2020-11-05,2021-02-11,0.5595,0.6394,0.5983,0.0225,0.0005,0.5927
farm13,2020-11-05,2021-03-05,0.6408,0.7348,0.6933,0.028,0.0008,0.6869
farm13,2020-11-05,2021-03-28,0.3418,0.4093,0.3748,0.0157,0.0002,0.3727
farm13,2020-11-05,2021-04-07,0.2619,0.3214,0.2936,0.0136,0.0002,0.2915
farm13,2020-11-05,2021-04-19,0.1919,0.262,0.2094,0.0174,0.0003,0.2035
farm13,2020-11-05,2021-04-29,0.1632,0.2058,0.184,0.0095,0.0001,0.1834
farm13,2021-11-13,2021-11-13,0.0946,0.2319,0.1311,0.0286,0.0008,0.1209
farm13,2021-11-13,2021-11-23,0.0865,0.1991,0.1077,0.02,0.0004,0.1051
farm13,2021-11-13,2021-12-25,0.2716,0.3565,0.3211,0.0209,0.0004,0.3213
farm13,2021-11-13,2022-02-08,0.4828,0.6024,0.5606,0.0287,0.0008,0.5687
farm13,2021-11-13,2022-02-18,0.5282,0.7302,0.6656,0.0426,0.0018,0.6746
farm13,2021-11-13,2022-02-28,0.6098,0.7622,0.7089,0.0324,0.001,0.7152
farm13,2021-11-13,2022-03-13,0.6078,0.722,0.6705,0.0214,0.0005,0.6729
farm13,2021-11-13,2022-03-23,0.5302,0.6184,0.5605,0.0188,0.0004,0.5605
farm13,2021-11-13,2022-04-04,0.2717,0.3537,0.3027,0.0206,0.0004,0.2966
farm13,2021-11-13,2022-04-14,0.2066,0.2668,0.2299,0.0122,0.0001,0.2281
farm13,2021-11-13,2022-04-24,0.1704,0.2231,0.1999,0.01,0.0001,0.2016
farm13,2022-11-18,2022-11-18,0.1203,0.1727,0.141,0.0142,0.0002,0.1379
farm13,2022-11-18,2022-11-30,0.1811,0.299,0.2335,0.0331,0.0011,0.2344
farm13,2022-11-18,2022-12-10,0.285,0.4218,0.3572,0.0358,0.0013,0.3599
farm13,2022-11-18,2023-01-12,0.452,0.588,0.5311,0.0357,0.0013,0.5379
farm13,2022-11-18,2023-02-03,0.6551,0.7397,0.7083,0.0183,0.0003,0.7107
farm13,2022-11-18,2023-02-13,0.7219,0.8001,0.7753,0.0156,0.0002,0.7778
farm13,2022-11-18,2023-02-26,0.6676,0.7165,0.6886,0.0111,0.0001,0.6871
farm13,2022-11-18,2023-03-08,0.6601,0.7034,0.6845,0.0108,0.0001,0.6832
farm13,2022-11-18,2023-04-09,0.2397,0.373,0.2959,0.0348,0.0012,0.2844